node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
91,Subsection,,,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is,directed to a particular group of consumers  it is the material characteristics of the average consumer of that particular group that are relevant. Indications of what group of consumers a commercial practice is directed to may be found, for example, in the way advertising is placed, the language of a commercial communication, the nature of the product and the context.   Example: For a Japanese language life-style magazine, the main characteristics of an average consumer of the target group may likely be someone who can read Japanese.  On the other hand, the target group of a Japanese magazine for children, and hence the characteristics of an average consumer of that group, can be very different. Example: Certain retail shops registered with the Tourist Industries Council predominantly serve Mainland tourists.  The characteristics of Mainland tourists, such as their knowledge of marketing practices commonly adopted in Hong Kong, may be different from those of the Hong Kong residents.  If a commercial practice is held to be directed to Mainland tourists as a particular group, in the determination of whether the practice amounts to a misleading omission or an aggressive commercial practice, it is the characteristics of the average member of this group which should be taken as the benchmark for assessing the practice’s impact. Example: Different television programmes aim at reaching different target audiences and the programmes are broadcast in different timeslots to maximize their impacts on the target audiences.  For example, television advertisements on toys broadcast during children’s programmes may likely be considered as being directed to children (and/or their parents). Example: Consumers who need to use corrective lens might be considered as a target group in relation to advertising claims about corrective lens with built-in sun-glasses function."
92,Subsection,,,3,9,3.9,"Where a clearly identifiable group of consumers is particularly vulnerable to the,practice or to the underlying product because of their mental or physical infirmity  age or credulity in a way which the trader could reasonably be expected to foresee, then it is the average member of that group that is the relevant average consumer.  It is not necessary that the trader actually foresees the effect (or likely effect) on the vulnerable group; it is sufficient if he could reasonably be expected to do so."
93,Subsection,,,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a) it significantly impairs or is likely significantly to impair the average consumer's freedom of choice or conduct in relation to the product concerned through the use of harassment, coercion or undue influence; and (b) it therefore causes or is likely to cause the consumer to make a transactional decision that the consumer would not have made otherwise” [emphasis added]."
94,Subsection,,,4,2,4.2,"Generally speaking, harassment includes an infliction of physical and/or non-physical (including psychological) pressure. In the context of the section, it may cover a range of conduct in connection with the supply of goods or services, which includes, but is not limited to, applying repeated pressure to a consumer who is under no obligation to acquire the goods or services, repeated unwelcome approaches to a potential customer of goods or services etc. Coercion"
95,Subsection,,,4.3,4.3,"A commercial practice may involve coercion if the consumer is subjected to pressure and,threat. Coercion is not limited to deliberate intimidation. It may or may not involve the use of physical force (section 13F(4)). An example is the use of personally abusive or obscene language that has the effect of humiliating a consumer or subjecting a consumer to fears over his own safety or the safety of his next of kin and prejudicing his freedom of choice."
96,subsection,,,4.4,4.4,"It means an exploitation of a position of power in relation to a consumer so as to apply pressure, even without using or threatening to use physical force, in a way which significantly impairs the consumer’s ability to make an informed decision under section 13F(4). Example A mechanic has a consumer’s car at his garage and has done more work on the car than agreed. He refused to return the car to the consumer until he was paid in full for the work. The mechanicdid not check with the consumer before he went ahead with the extra work.  As the mechanic has the car, he has power over the consumer’s decision to pay for the unauthorized work.  He has exploited his position of power, by demanding payment for doing more than was agreed and refusing to return the car until the consumer has paid for all the work.  The mechanic could be liable for exercising undue influence on and/or coercion of the consumer. "
97,Subsection,,,4,5,4.5,"Offering some incentive to consumers, such as a free shuttle transfer to and from shopping centres, or the provision of some light refreshments free in shopping centres might influence consumers but it might not be likely to constitute undue influence as the consumers’ ability to make an informed transactional decision would not be impaired. However, if a trader takes consumers to a resort for a health plan presentation which is situated at a distant location with no public transport available and after the presentation, the trader says he would arrange return transport only if consumers sign a contract to subscribe to a health plan, this could amount to coercion and/or undue influence."
98,Subsection,,,4,6,4.6,"The concept of freedom of choice or conduct is not limited solely to decisions about,whether to purchase a product or not. It applies to a wide range of transactional decisions. For example  coercion might cause consumers to purchase the product at a much higher price or on disadvantageous terms, or from one trader instead of another."
99,Subsection,,,4,7,4.7,"Section 13F(3) stipulates that the following factors must be taken into account when determining whether a commercial practice is aggressive through the use of harassment, coercion or undue influence:     timing, location, nature or persistence;     the use of threatening or abusive language or behaviour;     the exploitation by the trader of any specific misfortune or circumstance, of which the trader is aware and which is of such gravity as to impair the consumer’s judgment, to influence the consumer’s decision with regard to the product; any onerous or disproportionate non-contractual barrier imposed by the trader where a consumer wishes to exercise rights under the contract, including rights to terminate the contract or switch to another product or another trader; and any threat to take any action that cannot legally be taken."
100,Subsection,,,4,8,4.8,"It is not necessary for all of these above factors to be present for a commercial practice to be aggressive. Furthermore, a court of law may consider any other relevant factors as it sees fit. As a good practice, traders are advised to stop promoting their goods or services when consumers have explicitly rejected the offer. Example: A beautician persuaded a consumer B to pay slimming treatment fees by several credit cards, claiming that payment by different credit cards would entitle her to more “fabulous offers”.  B gave the beautician three credit cards which were then held in custody by the cashier.  Twenty minutes later, when the slimming treatment was still in progress, the manageress of the beauty salon came into the treatment room and asked B if she was delighted with the treatment.  B was embarrassed by the manageress’ abrupt move as her upper body was barely covered with body cream and ointment.  The manageress and the beautician then kept promoting other slimming and beauty packages to B for more than 30 times during the two-hour treatment until B finally agreed to purchase one.  B later changed her mind and asked for the cancellation of the transactions and return of her credit cards, but was denied unless she signed the agreements.  Both the manageress and the beautician may be liable for using harassment and undue influence.   Example: Staff working in a private columbarium put pressure on a recently bereaved relative, who is looking for a funeral package and columbarium, to buy a more expensive package to avoid bringing bad fortune to him and other members of the family.  This could amount to coercion or undue influence because the staff has exploited the misfortune of the bereaved relative to influence his decision at a time when he is in deep sorrow. Example: Two salespersons from a pay TV service provider conduct unsolicited doorstep marketing of pay TV services.  They knock on the door of a flat late at night.  An elderly man, who is alone in the flat and is woken up by the door knocking, opens the door.  The two salespersons quickly enter into the flat and start promoting the pay TV services to the elderly man.  Although the elderly man indicates that he is not interested in the services, the salespersons refuse to leave and keep on pressing him to sign the contract.  The conduct of the salespersons is likely considered to be an aggressive commercial practice.  Example: A trader specialized in timeshare rights and long-term holiday products may offer its customers a three-day cooling-off period.  However, many onerous or disproportionate non-contractual barriers arise when the customers try to exercise their contractual right to terminate the contract.  For example, the termination form can only be obtained by fax or mail (not email) and the applicant is required to submit the duly completed form in person to a sub-office in Lamma Island during normal office hours.  Traders are reminded that imposing these kinds of non-contractual barriers, even occurring after the commercial transaction, may amount to an aggressive commercial practice."
101,Subsection,,,5,1,5.1,"Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the trader will be able to offer for supply reasonable quantities of the goods or services at that price for a reasonable period, taking into account the nature of the advertisement and the nature of the market in which the trader carries on business. The TDO makes it an offence for the trader engaging in such commercial practice who fails to offer those products for supply at that price, for a period that is, and in quantities that"
102,Subsection,,,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional defences under section 26A for traders, 33 such as seeking the help of another supplier to provide the same product or offering an equivalent product to consumers if a trader fails to meet the legal requirement set out in paragraph 5.1. The effect of the additional defence is that when traders genuinely run out of stock, they may be"
103,Subsection,,,5,11,5.11,"What are “equivalent products” will be determined on a case-by-case basis, and ultimately, is a matter of fact to be decided by a court of law. Generally speaking, equivalent products refer to products which possess characteristics, functions and performance similar to the products that traders have offered for sale to consumers, and with a similar selling price and similar after-sale services, if any. 34"
104,Subsection,,,5,2,5.2,"The prohibition seeks to forbid traders from enticing consumers by advertising goods or services at an exceedingly attractive price but making them available for sale only for an unreasonably short period and/or in unreasonably small quantities. In short, the advertised product is the bait to attract consumers to come forward, but when arriving at the traders’ premises or visiting the traders’ websites intending to buy the advertised product (the bait), consumers only find out that the advertised product is no longer available (or perhaps has never been available). They"
105,Subsection,,,5,3,5.3,A trader may commit an offence if he does not supply the advertised goods or services in reasonable quantities for a reasonable period. Whether the period and the quantities are reasonable is determined in the light of the nature of the market in which the trader carries on business and also the nature of the advertisement. Nature of the market
106,Subsection,,,5,4,5.4,"In examining the nature of the market, both the supply and demand sides in relation to the subject goods or services are considered. The demand-side factors which are generally taken into account include, but are not limited to, the typical size of consumer demand for the same or similar goods or services that have been offered for sale by the same trader and/or traders in the same market, demand elasticity at different prices and the extent of reach of the advertisement. Factors which are not reasonably foreseeable by traders and may have a substantial impact on"
107,Subsection,,,5,5,5.5,"Before putting up an advertisement or initiating a marketing promotion, traders should review their previous sales trends and promotion records and assess if the size of the stock they have in hand is sufficient to meet a reasonably projected consumer demand. The inclusion of a hotline number or website address which allows consumers to check the most updated information about the availability of the products is encouraged. If the actual demand is greater than that originally projected, traders should, as a good practice, stop or withdraw the relevant advertisement,"
108,Subsection,,,5,6,5.6,"Traders are advised that the use of the disclaimer “while stocks last” or “subject to product availability” will be unlikely to be sufficient to protect traders from committing the offence of bait advertising. If they are not able to supply the products at the specified price for a period that is, and in quantities that are, reasonable, they would still be liable to the offence. Example A new model of popular electronic gadget has been launched globally, but its supplier adopts the"
109,Subsection,,,5,7,5.7,"As stated in paragraph 5.4 above, the size of the consumer demand for the advertised goods or services is generally subject to the extent of the reach of the advertisement in question. The size of the readership that is reachable by a print advertisement on the front page of a widely circulated daily newspaper is naturally larger than that on an inside page of a local weekly. The reach of a TV commercial is expected to be farther than a bill posted on the front of a local store. Example"
110,Subsection,,,5,8,5.8,"There is no intention of fettering traders in their legitimate promotional activities, including activities intended to create a “queuing effect”, as long as information on the period and the quantities in which the advertised products are available (even if the period and quantities are grossly unreasonable, for example, 2 handbags sold at 50% discount or handbags sold at 50% discount for the first hour of business) is provided to consumers such that they can make an informed decision as to whether they would like to come early and queue up. In this light, section"
111,Subsection,,,5,9,5.9,It must be emphasized that a mere absence of an indication in an advertisement of the period and the quantities in which the advertised product is available does not in itself amount to an offence of bait advertising. Additional defence
112,Subsection,,,6,1,6.1,"Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch. The making by a trader of an invitation to purchase11 goods or service at a specified price is a bait and switch if, having made the invitation, the trader then, with the intention of promoting a different goods or service: (a) refuses to show or demonstrate the product; (b) refuses to take orders for the product or deliver it within a reasonable time; or"
113,Subsection,,,6,2,6.2,"The section does not seek to prohibit a trader from promoting products other than the product which is the subject of the invitation to purchase. The section prohibits a trader from taking any one of the three courses of conduct referred to in paragraph 6.1 above when he has the intention of promoting a different product after making an invitation to purchase a product at a specified price. In order to establish an offence under this section, it is necessary to prove the intention of the trader."
114,Subsection,,,7,1,7.1,"It is common for consumers to make pre-payments in the purchase of goods or services to be delivered at a later date. To boost business, some traders offer discounts for pre-payments, especially in bulk purchases. Traders are advised not to accept pre-payments from consumers if they are uncertain whether the pertinent goods or services can be delivered to consumers at the agreed time or, if no time is agreed, within a reasonable time."
115,Subsection,,,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence. In this regard, pursuant to sections 13I(2)(a) and (b), a trader is prohibited from accepting payment in whole or in part and by whatever means for a product if at the time of accepting payment, the trader intends not to supply or intends to supply a materially different product. It is also an act of wrongly accepting payment under section 13I(2)(c) if at the time of accepting payment, there are no"
116,Subsection,,,7,3,7.3,"In order to establish an offence under the section, it is necessary to prove that at the time of accepting payment or other consideration for a product, the trader intends not to supply the product or intends to supply a materially different product, or the circumstances are such that there are no reasonable grounds for believing that the trader would be able to supply the goods or services in the time specified or, if no time is specified, within a reasonable time. Example"
117,Subsection,,,7,4,7.4,"Traders are at liberty to agree with consumers the time of delivery of the goods or services even if the delivery time is long. In the absence of any such agreement, the product has to be delivered within a reasonable time. What is reasonable time depends on the nature of the goods or services involved and the facts of individual cases. A Christmas gift delivered to a consumer after Christmas would likely be outside a reasonable time, if the delivery time has not been specified."
118,Subsection,,,7,5,7.5,"Traders should always ensure that they have sufficient staff, equipment and facilities to meet the demand of consumers prior to accepting pre-payment for any goods or services to be delivered at a later stage. They should evaluate, on an on-going basis, their capacity and ability in 37 supplying goods or providing services to new and existing customers, having regard to the potential growth of customers, demand pattern, change in market environment and difference in demand"
119,Subsection,,,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides an additional defence under section 26B for the offence of wrongly accepting payment (section 13I) namely, (i) the traders have offered to supply an equivalent product or (ii) the traders have offered to procure a third person to supply the specified product or an equivalent product if the traders fail to meet the legal requirement set out in paragraph 7.2 above. Traders may be absolved from liability pursuant to section 26B if they"
120,Subsection,,,7,7,7.7,"Section 26B(2) provides a further additional defence for an offence of wrongly accepting payment under section 13I(2)(c). A trader might be acquitted if a refund in full of the payment was made within a reasonable period after expiry of the period for supply as specified (or if no period is specified, within a reasonable period). 38"
121,Subsection,,,8,1,8.1,"As set out in paragraph 1.5 above, the assessment of whether or not an entity is acting as a trader in relation to a commercial practice depends on whether or not the relevant activity is carried out for purposes relating to its trade or business. Hence, taking into account all the facts and circumstances of individual cases and the applicable law, various parties involved in a commercial practice (including but not limited to frontline staff, managerial officers, retailers, suppliers or consigners) may fall within the meaning of a “trader” under the fair trading sections. Reference"
122,Subsection,,,8,10,8.10,"For the defence specific to the offence of false trade descriptions, please refer to paragraphs 2.30 to 2.31 above. For the additional defences in proceedings for the offences of bait advertising and wrongly accepting payment, please refer to paragraphs 5.10 to 5.11 and 7.6 to 7.7 above respectively. 41"
123,Subsection,,,8,2,8.2,"Section 20 sets out the circumstances under which certain classes of persons of a body corporate or an unincorporated body may also incur personal liability in consequence of an offence committed by the body corporate or by a person as a member of the unincorporated body. In the case of a body corporate, any person who at the time of the offence is a director, shadow director, company secretary, principal officer or manager of the body corporate, or any other person purporting to act in such capacity may be liable to be proceeded against and punished accordingly."
124,Subsection,,,8,3,8.3,"A person will not be personally liable for the offence merely because of the position or role that he has in the company. In determining whether he should be held liable, the following factors would be taken into account:     whether there is a sufficient nexus between the offence and the person;     whether he is in a position or has an ability to make, or participate in the making of, decisions that influence the company in relation to the offence;"
125,Subsection,,,8,4,8.4,"A trader includes any person acting in the name of or on behalf of a trader. For example, if an employee (or an agency) of a shop, acting as an agent, has committed an act that offends the fair trading sections within the scope of his or her employment (or service agreement) and intended at least to some extent to benefit the principal (i.e. the shop), then the act and intent of the agent can be imputed to the corporation under the rule of principal and agent."
126,Subsection,,,8,5,8.5,An agent’s knowledge is imputed to the corporation where the agent is acting within the scope of his authority and where the knowledge relates to matters within the scope of that authority. An agent (or a principal) may invoke the general defence (see paragraph 8.7 below) to vindicate himself from liability if he or she can show that the offence was committed outside his or her control and he or she had made reasonable efforts to avoid the commission of such an offence by himself or any person under his control.
127,Subsection,,,8,6,8.6,"The existence of an agent means that consumers do not always deal with the actual product supplier directly. Taking the online group-purchasing websites as an example, the companies operating the websites can either act as transaction platforms which earn service fee on a transactional basis or cooperate with the suppliers on a proceeds-sharing basis. The online group-purchasing companies which accept payments from consumers (say hair-cut services) are separate entities from the one who actually supplies the services. Similar relationships are not"
128,Subsection,,,8,7,8.7,"The TDO puts in place general defences for the person charged of the offences under the TDO. Under section 26(1), a person might be acquitted if sufficient evidence is adduced to raise an issue that the commission of the offence was due to a mistake or to reliance on information supplied to him or to the act or default of another person, an accident or some other cause beyond 40 his control (and adequate notice in writing is given and served on the prosecutor where the defence"
129,Subsection,,,8,8,8.8,"The good practice as mentioned in paragraph 8.6 above, if adopted, may be submitted by a trader to the court as a defence under section 26(1). It is for a court of law to judge whether a trader has taken all reasonable precautions and exercised all due diligence in individual cases."
130,Subsection,,,8,9,8.9,"Section 27 provides that in proceedings for an offence committed by the publication of an advertisement, a person might be acquitted if sufficient evidence is adduced to raise an issue that he is a person whose business it is to publish or arrange for the publication of advertisements and that he received the advertisement for publication in the ordinary course of business and did not know and had no reason to suspect that its publication would amount to an offence under the TDO. Specific and additional defence"
131,Subsection,,,9,1,9.1,"Criminal prosecution may be instigated for contraventions of the fair trading sections. Any person who commits a fair trading offence will be liable on conviction on indictment, to a fine of $500,000 and to imprisonment for 5 years; and on summary conviction to a fine of $100,000 and 2 years imprisonment."
132,Subsection,,,9,2,9.2,"With the introduction of the compliance-based mechanism 12, C&ED and OFCA are empowered to draw on civil measures viz. undertakings and injunctions, to deal with suspected contraventions. An undertaking is a court-enforceable agreement proposed by a trader (and accepted by C&ED or OFCA as the case may be) to undertake specific actions, including to stop the offending acts and not to repeat them in future. C&ED or OFCA, as the case may be, may also apply to a court of law for an injunction directing the trader to stop or refrain from continuing an"
133,Subsection,,,9,3,9.3,"Authorized Officers may carry out their duties in various ways, including inspection, sampling, test-purchasing, testing, detention of suspicious goods, investigation and prosecution, and also by informing, advising and educating traders and consumers."
134,Subsection,,,9,4,9.4,"C&ED, as the principal agency to enforce the TDO, has a full spectrum of enforcement powers13. For example, it is empowered to enter non-domestic premises and inspect goods, and to inspect books and documents that are required to be kept under the TDO or its subsidiary legislation for the purpose of ascertaining whether any offence under the TDO has been or is being committed. If there are reasonable grounds to suspect that an offence has been committed, they may arrest suspects, require the production of books, documents or records and, when necessary, seize and"
135,Subsection,,,9,5,9.5,"Traders should cooperate with the Enforcement Agencies during investigation. If individuals or traders obstruct Authorized Officers in the performance of their lawful duties, they may be liable to prosecution under section 17."
136,Subsection,,,9,6,9.6,"For more details on compliance and enforcements, please refer to the “Compliance and Enforcement Policy Statement” setting out the objectives of enforcement actions, the basic principles which guide C&ED and OFCA in the application of enforcement tools available under the TDO and the factors that C&ED and OFCA take into account in prioritizing its enforcement resources in handling complaints. 43"
