node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
90,Subsection,,,3,7,3.7,"On the other hand, since a commercial practice may have different impact on consumers depending on the type or group of consumers the practice reaches or is directed to, section 13D(3)(a) and (b) set out the circumstances in which the “average consumer” refers to one that is in a particular smaller group instead of the population as a whole.  It is the characteristics of the average member of these particular groups that are relevant.  The above-mentioned circumstances are (a) where the commercial practice is directed to a particular group of consumers (see paragraph 3.8 below); or (b) where a clearly identifiable group of consumers is particularly vulnerable to the commercial practice or the underlying product because of mental or physical infirmity, age or credulity in a way which the trader could reasonable be expected to foresee (see paragraphs 3.9-3.12 below).  This is intended to help a court of law decide if a practice is prohibited due to the impact or potential impact it has on a particular group of consumers, while the practice might not change the decision of consumers at large. "
91,Subsection,,,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is directed to a particular group of consumers, it is the material characteristics of the average consumer of that particular group that are relevant. Indications of what group of consumers a commercial practice is directed to may be found, for example, in the way advertising is placed, the language of a commercial communication, the nature of the product and the context."
92,Subsection,,,3,9,3.9,"Where a clearly identifiable group of consumers is particularly vulnerable to the practice or to the underlying product because of their mental or physical infirmity, age or credulity in a way which the trader could reasonably be expected to foresee, then it is the average member of that group that is the relevant average consumer. It is not necessary that the trader actually foresees the effect (or likely effect) on the vulnerable group; it is sufficient if he could reasonably be expected to do so."
93,Subsection,,,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a) it significantly impairs or is likely significantly to impair the average consumer's freedom of choice or conduct in relation to the product concerned through the use of harassment, coercion or undue influence; and (b) it therefore causes or is likely to cause the consumer to make a transactional decision that the consumer would not have made otherwise” [emphasis added]. Harassment"
94,Subsection,,,4,2,4.2,"Generally speaking, harassment includes an infliction of physical and/or non-physical (including psychological) pressure. In the context of the section, it may cover a range of conduct in connection with the supply of goods or services, which includes, but is not limited to, applying repeated pressure to a consumer who is under no obligation to acquire the goods or services, repeated unwelcome approaches to a potential customer of goods or services etc. Coercion"
95,Subsection,,,4,3,4.3,"A commercial practice may involve coercion if the consumer is subjected to pressure and threat. Coercion is not limited to deliberate intimidation. It may or may not involve the use of physical force (section 13F(4)). An"
96,Subsection,,,4,4,4.4,"It means an exploitation of a position of power in relation to a consumer so as to apply pressure, even without using or threatening to use physical force, in a way which significantly impairs the consumer’s ability to make an informed decision under section 13F(4)."
97,Subsection,,,4,5,4.5,"Offering some incentive to consumers, such as a free shuttle transfer to and from shopping centres, or the provision of some light refreshments free in shopping centres might influence consumers but it might not be likely to constitute undue influence as the consumers’ ability to make an informed transactional decision would not be impaired. However, if a trader takes consumers to a resort for a health plan presentation which is situated at a distant location with no public transport available and after the presentation, the trader says he would arrange return transport only if consumers sign a contract to subscribe to a health plan, this could amount to coercion and/or undue influence. Freedom of choice or conduct"
98,Subsection,,,4,6,4.6,"The concept of freedom of choice or conduct is not limited solely to decisions about whether to purchase a product or not. It applies to a wide range of transactional decisions. For example, coercion might cause consumers to purchase the product at a much higher price or on disadvantageous terms, or from one trader instead of another. Factors indicating an aggressive commercial practice"
99,Subsection,,,4,7,4.7,"Section 13F(3) stipulates that the following factors must be taken into account when determining whether a commercial practice is aggressive through the use of harassment, coercion or undue influence:     timing, location, nature or persistence;     the use of threatening or abusive language or behaviour;     the exploitation by the trader of any specific misfortune or circumstance, of which the trader is aware and which is of such gravity as to impair the consumer’s judgment, to influence the consumer’s decision with regard to the product;     any onerous or disproportionate non-contractual barrier imposed by the trader where a consumer wishes to exercise rights under the contract, including rights to terminate the contract or switch to another product or another trader; and     any threat to take any action that cannot legally be taken."
100,Subsection,,,4,8,4.8,"It is not necessary for all of these above factors to be present for a commercial practice to be aggressive. Furthermore, a court of law may consider any other relevant factors as it sees fit. As a good practice, traders are advised to stop promoting their goods or services when consumers have explicitly rejected the offer. 29"
101,Subsection,,,5,1,5.1,"Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the trader will be able to offer for supply reasonable quantities of the goods or services at that price for a reasonable period, taking into account the nature of the advertisement and the nature of the market in which the trader carries on business. The TDO makes it an offence for the trader engaging in such commercial practice who fails to offer those products for supply at that price, for a period that is, and in quantities that are reasonable having regard to the nature of the market in which the trader carries on business and the nature of the advertisement."
102,Subsection,,,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional defences under section 26A for traders, 33 such as seeking the help of another supplier to provide the same product or offering an equivalent product to consumers if a trader fails to meet the legal requirement set out in paragraph 5.1. The effect of the additional defence is that when traders genuinely run out of stock, they may be absolved from liability pursuant to section 26A if they have offered to supply additional stock or procure a third person to supply the additional stock of the goods or services concerned (or alternatively, an equivalent product) to meet the demand of consumers at the originally advertised price within a reasonable time. For avoidance of doubt, traders may still be absolved from liability even if consumers do not accept the alternative offer so long as traders can demonstrate that they are able to meet the terms of the offer if accepted by the consumers. Equivalent products"
103,Subsection,,,5,11,5.11,"What are “equivalent products” will be determined on a case-by-case basis, and ultimately, is a matter of fact to be decided by a court of law. Generally speaking, equivalent products refer to products which possess characteristics, functions and performance similar to the products that traders have offered for sale to consumers, and with a similar selling price and similar after-sale services, if any. 34 6. BAIT AND SWITCH Traders must not make an invitation to purchase a product at a specified price and then refuse to show or demonstrate the product, refuse to take orders for the product, or demonstrate a defective sample of the product, with the intention of promoting a different product."
104,Subsection,,,5,2,5.2,"The prohibition seeks to forbid traders from enticing consumers by advertising goods or services at an exceedingly attractive price but making them available for sale only for an unreasonably short period and/or in unreasonably small quantities. In short, the advertised product is the bait to attract consumers to come forward, but when arriving at the traders’ premises or visiting the traders’ websites intending to buy the advertised product (the bait), consumers only find out that the advertised product is no longer available (or perhaps has never been available). They may end up buying something that they might not have purchased if not for having been attracted by the bait in the first place."
105,Subsection,,,5,3,5.3,"A trader may commit an offence if he does not supply the advertised goods or services in reasonable quantities for a reasonable period. Whether the period and the quantities are reasonable is determined in the light of the nature of the market in which the trader carries on business and also the nature of the advertisement. Nature of the market"
106,Subsection,,,5,4,5.4,"In examining the nature of the market, both the supply and demand sides in relation to the subject goods or services are considered. The demand-side factors which are generally taken into account include, but are not limited to, the typical size of consumer demand for the same or similar goods or services that have been offered for sale by the same trader and/or traders in the same market, demand elasticity at different prices and the extent of reach of the advertisement. Factors which are not reasonably foreseeable by traders and may have a substantial impact on the size of demand, for"
107,Subsection,,,5,5,5.5,"Before putting up an advertisement or initiating a marketing promotion, traders should review their previous sales trends and promotion records and assess if the size of the stock they have in hand is sufficient to meet a reasonably projected consumer demand. The inclusion of a hotline number or website address which allows consumers to check the most updated information about the availability of the products is encouraged. If the actual demand is greater than that originally projected, traders should, as a good practice, stop or withdraw the relevant advertisement, cease the related promotional activities and notify consumers as soon as possible so that no more surplus demand will be generated."
108,Subsection,,,5,6,5.6,"Traders are advised that the use of the disclaimer “while stocks last” or “subject to product availability” will be unlikely to be sufficient to protect traders from committing the offence of bait advertising. If they are not able to supply the products at the specified price for a period that is, and in quantities that are, reasonable, they would still be liable to the offence."
109,Subsection,,,5,7,5.7,"As stated in paragraph 5.4 above, the size of the consumer demand for the advertised goods or services is generally subject to the extent of the reach of the advertisement in question. The size of the readership that is reachable by a print advertisement on the front page of a widely circulated daily newspaper is naturally larger than that on an inside page of a local weekly. The reach of a TV commercial is expected to be farther than a bill posted on the front of a local store."
110,Subsection,,,5,8,5.8,"There is no intention of fettering traders in their legitimate promotional activities, including activities intended to create a “queuing effect”, as long as information on the period and the quantities in which the advertised products are available (even if the period and quantities are grossly unreasonable, for example, 2 handbags sold at 50% discount or handbags sold at 50% discount for the first hour of business) is provided to consumers such that they can make an informed decision as to whether they would like to come early and queue up. In this light, section 13G(3) states that if an advertisement states clearly the period or the quantities in which the products are offered for supply at the specific price and the trader offers those products for supply accordingly, the advertisement is not bait advertising."
111,Subsection,,,5,9,5.9,"It must be emphasized that a mere absence of an indication in an advertisement of the period and the quantities in which the advertised product is available does not in itself amount to an offence of bait advertising. Additional defence"
112,Subsection,,,6,1,6.1,"Section 13H prohibits traders from engaging in a commercial practice that constitutes a bait and switch. The making by a trader of an invitation to purchase11 goods or service at a specified price is a bait and switch if, having made the invitation, the trader then, with the intention of promoting a different goods or service: (a) refuses to show or demonstrate the product; (b) refuses to take orders for the product or deliver it within a reasonable time; or (c) shows or demonstrates a defective sample of the product."
113,Subsection,,,6,2,6.2,"The section does not seek to prohibit a trader from promoting products other than the product which is the subject of the invitation to purchase. The section prohibits a trader from taking any one of the three courses of conduct referred to in paragraph 6.1 above when he has the intention of promoting a different product after making an invitation to purchase a product at a specified price. In order to establish an offence under this section, it is necessary to prove the intention of the trader."
114,Subsection,,,7,1,7.1,"It is common for consumers to make pre-payments in the purchase of goods or services to be delivered at a later date. To boost business, some traders offer discounts for pre-payments, especially in bulk purchases. Traders are advised not to accept pre-payments from consumers if they are uncertain whether the pertinent goods or services can be delivered to consumers at the agreed time or, if no time is agreed, within a reasonable time."
115,Subsection,,,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence. In this regard, pursuant to sections 13I(2)(a) and (b), a trader is prohibited from accepting payment in whole or in part and by whatever means for a product if at the time of accepting payment, the trader intends not to supply or intends to supply a materially different product. It is also an act of wrongly accepting payment under section 13I(2)(c) if at the time of accepting payment, there are no reasonable grounds for believing that the trader will be able to supply the products in the time specified or, if no time is specified, within a reasonable time."
116,Subsection,,,7,3,7.3,"In order to establish an offence under the section, it is necessary to prove that at the time of accepting payment or other consideration for a product, the trader intends not to supply the product or intends to supply a materially different product, or the circumstances are such that there are no reasonable grounds for believing that the trader would be able to supply the goods or services in the time specified or, if no time is specified, within a reasonable time."
117,Subsection,,,7,4,7.4,"Traders are at liberty to agree with consumers the time of delivery of the goods or services even if the delivery time is long. In the absence of any such agreement, the product has to be delivered within a reasonable time. What is reasonable time depends on the nature of the goods or services involved and the facts of individual cases. A Christmas gift delivered to a consumer after Christmas would likely be outside a reasonable time, if the delivery time has not been specified."
118,Subsection,,,7,5,7.5,"Traders should always ensure that they have sufficient staff, equipment and facilities to meet the demand of consumers prior to accepting pre-payment for any goods or services to be delivered at a later stage. They should evaluate, on an on-going basis, their capacity and ability in 37 supplying goods or providing services to new and existing customers, having regard to the potential growth of customers, demand pattern, change in market environment and difference in demand between seasons, peak and non-peak hours. Traders are advised to avoid overselling their goods or services to an extent that is beyond their capacity or ability to meet the demand."
119,Subsection,,,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides an additional defence under section 26B for the offence of wrongly accepting payment (section 13I) namely, (i) the traders have offered to supply an equivalent product or (ii) the traders have offered to procure a third person to supply the specified product or an equivalent product if the traders fail to meet the legal requirement set out in paragraph 7.2 above. Traders may be absolved from liability pursuant to section 26B if they have offered to supply an equivalent goods or service, or procure a third person to supply the goods or services concerned (or alternatively, an equivalent product) to meet their obligations. For avoidance of doubt, traders may still be absolved from liability even if consumers do not accept the alternative offer so long as traders can demonstrate that they are able to meet the terms of the offer if accepted by the consumers."
120,Subsection,,,7,7,7.7,"Section 26B(2) provides a further additional defence for an offence of wrongly accepting payment under section 13I(2)(c). A trader might be acquitted if a refund in full of the payment was made within a reasonable period after expiry of the period for supply as specified (or if no period is specified, within a reasonable period). 38 8. LIABILITY OF PARTIES INVOLVED"
121,Subsection,,,8,1,8.1,"As set out in paragraph 1.5 above, the assessment of whether or not an entity is acting as a trader in relation to a commercial practice depends on whether or not the relevant activity is carried out for purposes relating to its trade or business. Hence, taking into account all the facts and circumstances of individual cases and the applicable law, various parties involved in a commercial practice (including but not limited to frontline staff, managerial officers, retailers, suppliers or consigners) may fall within the meaning of a “trader” under the fair trading sections. Reference should be made to section 2(5) which provides that a reference to a trader includes any person acting in the name of, or on behalf of a trader. Liability of management"
122,Subsection,,,8,10,8.10,"For the defence specific to the offence of false trade descriptions, please refer to paragraphs 2.30 to 2.31 above. For the additional defences in proceedings for the offences of bait advertising and wrongly accepting payment, please refer to paragraphs 5.10 to 5.11 and 7.6 to 7.7 above respectively. 41 9. SANCTIONS AND POWERS AVAILABLE TO THE COMMISSIONER OF CUSTOMS AND EXCISE AND THE COMMUNICATIONS AUTHORITY"
123,Subsection,,,8,2,8.2,"Section 20 sets out the circumstances under which certain classes of persons of a body corporate or an unincorporated body may also incur personal liability in consequence of an offence committed by the body corporate or by a person as a member of the unincorporated body. In the case of a body corporate, any person who at the time of the offence is a director, shadow director, company secretary, principal officer or manager of the body corporate, or any other person purporting to act in such capacity may be liable to be proceeded against and punished accordingly. In the case of a member of an unincorporated body, any person who is a partner or an office holder in or a member or manager of the unincorporated body, or any person purporting to act in such capacity, may be liable. To establish their liability, it is necessary to prove that the offence has been committed with their consent or connivance or was attributable to their neglect."
124,Subsection,,,8,3,8.3,"A person will not be personally liable for the offence merely because of the position or role that he has in the company. In determining whether he should be held liable, the following factors would be taken into account:     whether there is a sufficient nexus between the offence and the person;     whether he is in a position or has an ability to make, or participate in the making of, decisions that influence the company in relation to the offence;     whether he knows that or is negligent as to whether, the offence would occur but 39 fails to take all reasonable steps to prevent the commission of the offence. Employees and agents of a trader"
125,Subsection,,,8,4,8.4,"A trader includes any person acting in the name of or on behalf of a trader. For example, if an employee (or an agency) of a shop, acting as an agent, has committed an act that offends the fair trading sections within the scope of his or her employment (or service agreement) and intended at least to some extent to benefit the principal (i.e. the shop), then the act and intent of the agent can be imputed to the corporation under the rule of principal and agent."
126,Subsection,,,8,5,8.5,An agent’s knowledge is imputed to the corporation where the agent is acting within the scope of his authority and where the knowledge relates to matters within the scope of that authority. An agent (or a principal) may invoke the general defence (see paragraph 8.7 below) to vindicate himself from liability if he or she can show that the offence was committed outside his or her control and he or she had made reasonable efforts to avoid the commission of such an offence by himself or any person under his control.
127,Subsection,,,8,6,8.6,"The existence of an agent means that consumers do not always deal with the actual product supplier directly. Taking the online group-purchasing websites as an example, the companies operating the websites can either act as transaction platforms which earn service fee on a transactional basis or cooperate with the suppliers on a proceeds-sharing basis. The online group-purchasing companies which accept payments from consumers (say hair-cut services) are separate entities from the one who actually supplies the services. Similar relationships are not uncommon in traditional modes of retail operation involving, for example, a third party (such as promoter, concessionaire or franchisee) promoting its own brands or the retailers’ products. Despite the presence of other parties in a commercial practice, it does not prevent the enforcement agencies from taking on the intermediary, the supplier and the trader in the event of any breach of the fair trading sections based on relevant facts and circumstances. As a good practice, traders should promulgate detailed guidance on company marketing policies/procedures that are complemented by monitoring and supervisory tools. It is also advisable for retailers to keep a set of comprehensive and accurate inventory data and sales records (including relevant documentary proof provided by their business partners) and to put in place regular training for their staff as well as other parties involved in promotion and marketing campaigns as appropriate. Defences"
128,Subsection,,,8,7,8.7,"The TDO puts in place general defences for the person charged of the offences under the TDO. Under section 26(1), a person might be acquitted if sufficient evidence is adduced to raise an issue that the commission of the offence was due to a mistake or to reliance on information supplied to him or to the act or default of another person, an accident or some other cause beyond 40 his control (and adequate notice in writing is given and served on the prosecutor where the defence involves the allegation that the commission of the offence was due to the act or default of another person or to reliance on information supplied by another person); and he took all reasonable precautions and exercised all due diligence to avoid the commission of such an offence by himself or any person under his control."
129,Subsection,,,8,8,8.8,"The good practice as mentioned in paragraph 8.6 above, if adopted, may be submitted by a trader to the court as a defence under section 26(1). It is for a court of law to judge whether a trader has taken all reasonable precautions and exercised all due diligence in individual cases."
130,Subsection,,,8,9,8.9,"Section 27 provides that in proceedings for an offence committed by the publication of an advertisement, a person might be acquitted if sufficient evidence is adduced to raise an issue that he is a person whose business it is to publish or arrange for the publication of advertisements and that he received the advertisement for publication in the ordinary course of business and did not know and had no reason to suspect that its publication would amount to an offence under the TDO. Specific and additional defence"
131,Subsection,,,9,1,9.1,"Criminal prosecution may be instigated for contraventions of the fair trading sections. Any person who commits a fair trading offence will be liable on conviction on indictment, to a fine of $500,000 and to imprisonment for 5 years; and on summary conviction to a fine of $100,000 and 2 years imprisonment."
132,Subsection,,,9,2,9.2,"With the introduction of the compliance-based mechanism 12, C&ED and OFCA are empowered to draw on civil measures viz. undertakings and injunctions, to deal with suspected contraventions. An undertaking is a court-enforceable agreement proposed by a trader (and accepted by C&ED or OFCA as the case may be) to undertake specific actions, including to stop the offending acts and not to repeat them in future. C&ED or OFCA, as the case may be, may also apply to a court of law for an injunction directing the trader to stop or refrain from continuing an offending act. Investigatory powers"
133,Subsection,,,9,3,9.3,"Authorized Officers may carry out their duties in various ways, including inspection, sampling, test-purchasing, testing, detention of suspicious goods, investigation and prosecution, and also by informing, advising and educating traders and consumers."
134,Subsection,,,9,4,9.4,"C&ED, as the principal agency to enforce the TDO, has a full spectrum of enforcement powers13. For example, it is empowered to enter non-domestic premises and inspect goods, and to inspect books and documents that are required to be kept under the TDO or its subsidiary legislation for the purpose of ascertaining whether any offence under the TDO has been or is being committed. If there are reasonable grounds to suspect that an offence has been committed, they may arrest suspects, require the production of books, documents or records and, when necessary, seize and detain offending goods, and books and documents that they believe may be required to be produced in a court of law as evidence. As for the CA, it will use the enforcement powers conferred on it by the TDO in relation to matters over which it has concurrent jurisdiction under the TDO. Pursuant to section 16E(2), the Chief Executive in Council has by notice in the Gazette published the Trade Descriptions (Powers Not Exercisable by Communications Authority) Notice14 in May 2013 to specify the powers under the TDO that are not exercisable by the CA in enforcing the TDO in respect of the commercial practices of licensees under the TO and the BO that are directly connected with the provision of a telecommunications service or broadcasting service under the 12 Please refer to the Compliance and Enforcement Policy Statement issued by the Commissioner and the CA which is available in their departmental websites: www.customs.gov.hk or www.coms-auth.hk. 13 Please refer to sections 15, 16, 16A and 16B of the TDO for details. 14 http://www.gld.gov.hk/egazette/pdf/20131721/es22013172171.pdf 42 respective Ordinances, over which the CA has concurrent jurisdiction under the TDO."
135,Subsection,,,9,5,9.5,"Traders should cooperate with the Enforcement Agencies during investigation. If individuals or traders obstruct Authorized Officers in the performance of their lawful duties, they may be liable to prosecution under section 17."
136,Subsection,,,9,6,9.6,"For more details on compliance and enforcements, please refer to the “Compliance and Enforcement Policy Statement” setting out the objectives of enforcement actions, the basic principles which guide C&ED and OFCA in the application of enforcement tools available under the TDO and the factors that C&ED and OFCA take into account in prioritizing its enforcement resources in handling complaints. 43 10. CONSUMER REDRESS"
137,Example,,,2,10,2.10,shop displays at a noticeable location the logo of the Quality Tourism Service (QTS) Scheme administered by the Hong Kong Tourism Board whereas in fact it has never been QTS-accredited. The display of the QTS logo by the shop may constitute misrepresentations that the shop has complied with the accreditation requirements under QTS.
138,Example,,,2,10,2.10,"tour operator advertises its one-day Mainland tour targeted at consumers in Hong Kong. The tour sets off across the border in the Mainland instead of in Hong Kong. The operator advertises the tour as one protected by the Travel Industry Compensation Fund. In order to be eligible for the protection, the tour must be an outbound travel service satisfying two or more of the following: (i) carriage (by land, sea or air transport) from Hong Kong to places outside Hong Kong; (ii) accommodation outside Hong Kong; and (iii) arrangement for an activity outside Hong Kong. As the tour sets off in the Mainland and involves no accommodation, the participating tourists are not protected by the Fund. The tour operator may be liable for applying a false trade description. A certain person has acquired the product, or has agreed to acquire it"
139,Example,,,2,11,2.11,"In the promotion of a slimming product, a beauty consultant tells a consumer that the same product has been acquired by a celebrity for her personal use with good results. If the celebrity has never acquired or agreed to acquire the product, the beauty consultant may be held to have committed the offence of applying a false trade description. Who supplies the service?"
140,Example,,,2,12,2.12,"An education centre advertises its mathematics tutorial classes with the pseudonym “King of Maths Mr Smart Ng” as the tutor. To the disappointment of the students, Mr Smart Ng never showed up in these classes and only the teaching materials used were prepared by him. The education centre may be liable for giving false or misleading information as to the provider of the service. After-sale service"
141,Example,,,2,13,2.13,"local computer trader advertised that it provided life-time global maintenance services for computer parts they sold. It even specified maintenance agents outside Hong Kong, including Shanghai. A Mainland customer approached the specified maintenance agent in Shanghai for repairing a computer motherboard which he bought in Hong Kong 3 years ago, and found out that the agent had never been appointed as the maintenance agent by the local trader. The local trader may be liable for making a false statement in relation to the availability of maintenance services. Price, how price is calculated, the existence of any price advantage or discount"
142,Example,,,2,15,2.15,"In a newspaper advertisement, a telecommunications operator claims that its newly promoted service plan has the lowest price tag in Hong Kong by comparing the price of its plan with those offered by its competitors. However, the comparison is not made on a like-for-like basis in that the telecommunications operator has compared the service plans of the competitors which have material difference in service features (such as different contract durations), and such differences 9 are not made known in the advertisement.      The price comparison is likely considered to be a false trade description of service."
143,Example,,,2,21,2.21,"Shampoos that contain synthetic materials, such as preservatives, should not be described as “100% natural”. A claim that a shampoo can “repair” hair damage should not be used if laboratory test merely proves that the product can only slow down hair damages caused by pollutants."
144,Example,,,2,25,2.25,pair of trousers which were cut and sewn in the United States of America (USA) with fabric manufactured in China will likely be taken as manufactured in the USA. A TV set assembled in China with parts manufactured in Japan and Korea will likely be taken as manufactured in China.
145,Example,,,2,26,2.26,"The geographic denomination of “Yangcheng Lake hairy crab” (“陽澄湖大閘蟹”) should refer to Chinese mitten crabs bred and harvested in Yangcheng Lake (陽澄湖). If a crab labeled as “陽澄 湖大閘蟹” is in fact bred and harvested in other provinces or even overseas, it may be considered as having been subject to the application of a false trade description, as there is a reasonable expectation to the geographic denomination of the breed. On the other hand, “Fuji apple” may commonly refer to a particular apple variety which is grown in many parts of the world. Nevertheless, to avoid giving the impression that the term refers to apple grown in Fujisaki in Japan, for avoidance of doubt, traders may apply the descriptions “Fuji apple from Japan (“日本富士蘋果”)” or “Fuji apple from China(中國富士蘋果)” etc. to indicate the place where the “Fuji apple” is grown. Another"
146,Example,,,2,26,2.26,"is “Yangzhou” (揚州) in Yangzhou fried rice, a popular Chinese-style dish served in many restaurants, which merely refers to a particular cooking style and would unlikely be taken as the place of manufacture. Similarly, “Mexico Bun”(墨西哥包), which is a common type of bread sold in the local market, would unlikely be taken as made in Mexico."
147,Example,,,2,9,2.9,statement that a product is in short supply and that the trader is the only one having it in stock where in fact there are still plenty available in the market may constitute an offence of false trade description.
148,Example,,,2,9,2.9,"pay TV service provider promotes a sports channel package by claiming that it owns the exclusive right to broadcast live matches of the popular ABC football league in the coming 24 months. However, the pay TV service provider actually only holds the broadcasting right for one year and the ABC football league has not yet invited any interested parties to bid for the broadcasting right for the years afterward. The pay TV service provider may commit an offence of applying a false trade description to a service. Compliance with a standard specified or recognized by any person"
149,Example,,,3,12,3.12,Diabetes patients might more readily be attracted to food products claimed to be able to maintain a stable blood glucose level. Transactional decision test
150,Example,,,3,17,3.17,"- simple product A boutique offers for sale different styles of apparel items. The basic information an average consumer needs to know is the price, size, major materials used in manufacture and washing instructions for the apparel items."
151,Example,,,3,17,3.17,"- sophisticated product A trader offers for sale computers and smartphones on its website.          Its homepage shows the 18 pictures of each of the products with a link to a detailed page which gives all the necessary information on the computers and smartphones that a consumer needs to decide whether to make a purchase, including:     the main characteristics of the electronic gadget (for"
152,Example,,,3,17,3.17,"the computer and the smartphone model, the processor, memory, graphics, software and operating system) including its function (for"
153,Example,,,3,17,3.17,"communication, camera, home multimedia, word processing and games etc.);     the full price (include any freight or delivery charge and insurance cost) if this was not given on the previous page;     the trader’s name and geographic address;     the delivery of goods and payment arrangements;     a right of cancellation (if the trader provides such cancellation policy); and     after sale service (maintenance policy and terms). Similar information should also be provided if the products are offered through other channels such as physical outlets. Traders may do so by referring consumers to catalogues, user manuals or other relevant sources (e.g. official websites). Since certain material information (e.g. the absence of a key function provided by similar products of other brands) may not be covered by these sources, traders should exercise due diligence and care when promoting sophisticated products. Invitation to purchase"
154,Example,,,3,18,3.18,"consumer specifically asks for “a glass of Italian wine” and the bar tender therefore recommends several Italian brands. Even though an Australian brand of wine is on sale and the details have been included in the wine list, in the light of the consumer’s specific request, it is unlikely that the bar tender would be regarded as omitting material information by not verbally introducing to the consumer the Australian wine which is on sale, since an average consumer would look at the wine list for price information ."
155,Example,,,3,18,3.18,"consumer is looking for a digital camera and the salesman recommends one which is a parallel import product without manufacturer’s warranty in Hong Kong. As the fact that the camera is a parallel-import product without manufacturer’s warranty is likely to be material information that the average consumer needs for making an informed decision of whether to purchase, the failure to provide such information to the consumer may likely constitute the offence of misleading omission. Provision of material information in a manner that is unclear, unintelligible, or ambiguous"
156,Example,,,3,22,3.22,"boutique displays many different fashion items for sale with labels stating price, materials used and washing instructions attached. While this is an invitation to purchase, the boutique may not be required to indicate its address, trading name and delivery arrangements because it is apparent that consumers visiting the boutique know where they are and they have to take delivery of the items by themselves upon payment."
157,Example,,,3,22,3.22,"The drink list of a bar placed on each table states the price in unit of quantity and any special offer or discount, for"
158,Example,,,3,22,3.22,"“buy one get one free from five to eight o’clock on weekdays”. It provides consumers with the information they need to enable them to make decision as to what 20 drinks to order. The name of the bar is already on the list, and the address is apparent because consumers are already in the bar."
159,Example,,,3,24,3.24,"restaurant promotes its steam whole chicken at the price of $1 each. A consumer orders a chicken and only after the meal when he pays the bill, he is informed that the spring onion and ginger paste which comes with the chicken is charged at $50. The restaurant may be liable for providing misleading price information on the chicken."
160,Example,,,3,25,3.25,Shops registered with the Travel Industry Council undertake to provide an unconditional full refund to Mainland tour members who return their purchases within six months. Notices setting out the refund arrangements are displayed in conspicuous locations inside and outside the shops to enable consumers to make informed transactional decisions. Professional diligence
161,Example,,,3,31,3.31,"mobile operator advertises an “unlimited mobile data plan” to the consumers. Nevertheless, the mobile operator does not mention that the unlimited mobile data plan is subject to a usage restriction, under which the download data rate of the service will be substantially limited if a certain usage threshold unilaterally set by the mobile operator is exceeded. The usage restriction 22 is considered to be “material information” in the context of the mobile operator’s service promotion as this restriction is likely to be a piece of information that the average consumer needs in making his transactional decision. The omission of such material information is therefore likely considered to be a misleading omission."
162,Example,,,3,31,3.31,"In a telemarketing call made to a potential customer, an International Direct Dial (“IDD”) service provider promotes its IDD value plan by only informing the potential customer of the per minute usage charge for making IDD calls. The IDD service provider does not mention that it will also charge a fixed monthly fee upon customer’s subscription to the service. As fee charged is commonly recognized as a material information that the average consumer needs to make an informed transactional decision, the IDD service provider is likely to be considered as committing the offence of misleading omission."
163,Example,,,3,31,3.31,"trader offers smartphones for sale. The smartphones are second-hand or have been reconditioned but they look like brand new. The trader offers them for sale at prices at which new smartphones of identical models are normally sold and does not disclose that they are not new. In this case, the fact that the smartphones are second-hand or reconditioned is likely to be material information that the average consumer needs, the omission of which would likely be held as committing the offence of misleading omission."
164,Example,,,3,32,3.32,"the retail price of a tael/catty of fish, a litre of milk and a tael of Korean ginseng. The sale of service may require reference to, for example, the charge of body massage on an hourly basis, and the charge of an IDD service on a per minute basis. To the average consumer, the price per unit of quantity/sale is material information and will have a direct bearing on their decisions whether to buy the product. Mere provision of the selling price of products without the unit of quantity/sale is likely a misleading omission unless the unit of quantity/sale is apparent from the type of products involved, for"
165,Example,,,3,32,3.32,price tag attached to a handbag would likely connote that the price is for one handbag.
166,Example,,,3,35,3.35,"trader uses small fine print to state the unit of quantity for its goods. Although the price is given in a clear manner, the unit of quantity is so small that an average consumer could not read it in a readily comprehensible manner. The trader is likely considered to have committed an offence of misleading omission."
167,Example,,,3,37,3.37,"beauty group promotes a stem cell transfusion service performed by a medical practitioner to its consumer without disclosing the risk of the medical treatment and suitability of applying such treatment to a particular consumer (which requires advice from a medical practitioner) until after the consumer pays for the service. If the commercial practice is structured in such a way that this material information is not disclosed to its consumer in a timely manner, the beauty group risks contravening the misleading omission offence."
168,Example,,,3,37,3.37,"trader operates a car park. The parking fee is material information. The trader should clearly display the parking fee, for example, in terms of hourly parking rate at a conspicuous location at the entrance of the car park to enable consumers to decide whether or not they wish to park their cars there before they enter the car park."
